ClassificationID,SourceInventoryID,TargetName,FullPath,RelativePath,Dimension,ProposedLabel,ConfidenceTier,ConfidenceReason,RequiresReview
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application - Google     Drive (cf7f).streamDeckAction,ELGATO/Open Application - Google     Drive (cf7f).streamDeckAction,staleness,fresh,High,Modified 3d ago (< 30d).,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application - Waka Time (831e).streamDeckAction,ELGATO/Open Application - Waka Time (831e).streamDeckAction,project-grouping,workspace:ELGATO,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application - Waka Time (831e).streamDeckAction,ELGATO/Open Application - Waka Time (831e).streamDeckAction,file-type,unclassified-type,Low,Extension 'streamDeckAction' is not in the static type lookup.,true
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application - Waka Time (831e).streamDeckAction,ELGATO/Open Application - Waka Time (831e).streamDeckAction,staleness,fresh,High,Modified 3d ago (< 30d).,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application (813d).streamDeckAction,ELGATO/Open Application (813d).streamDeckAction,project-grouping,workspace:ELGATO,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application (813d).streamDeckAction,ELGATO/Open Application (813d).streamDeckAction,file-type,unclassified-type,Low,Extension 'streamDeckAction' is not in the static type lookup.,true
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application (813d).streamDeckAction,ELGATO/Open Application (813d).streamDeckAction,staleness,fresh,High,Modified 3d ago (< 30d).,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application - Home (6293).streamDeckAction,ELGATO/Open Application - Home (6293).streamDeckAction,project-grouping,workspace:ELGATO,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application - Home (6293).streamDeckAction,ELGATO/Open Application - Home (6293).streamDeckAction,file-type,unclassified-type,Low,Extension 'streamDeckAction' is not in the static type lookup.,true
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open Application - Home (6293).streamDeckAction,ELGATO/Open Application - Home (6293).streamDeckAction,staleness,fresh,High,Modified 3d ago (< 30d).,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open - END SESSION (4998).streamDeckAction,ELGATO/Open - END SESSION (4998).streamDeckAction,project-grouping,workspace:ELGATO,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open - END SESSION (4998).streamDeckAction,ELGATO/Open - END SESSION (4998).streamDeckAction,file-type,unclassified-type,Low,Extension 'streamDeckAction' is not in the static type lookup.,true
CLS-20260802-151728,INV-20260802-141749,Downloads,/Users/eduardofgiovannini/Downloads/ELGATO/Open - END SESSION (4998).streamDeckAction,ELGATO/Open - END SESSION (4998).streamDeckAction,staleness,fresh,High,Modified 3d ago (< 30d).,false
