ClassificationID,SourceInventoryID,TargetName,FullPath,RelativePath,Dimension,ProposedLabel,ConfidenceTier,ConfidenceReason,RequiresReview
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/vi.strings,TV/Media.localized/.localized/vi.strings,project-grouping,workspace:TV,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/vi.strings,TV/Media.localized/.localized/vi.strings,file-type,unclassified-type,Low,Extension 'strings' is not in the static type lookup.,true
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/es_US.strings,TV/Media.localized/.localized/es_US.strings,project-grouping,workspace:TV,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/es_US.strings,TV/Media.localized/.localized/es_US.strings,file-type,unclassified-type,Low,Extension 'strings' is not in the static type lookup.,true
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/ca.strings,TV/Media.localized/.localized/ca.strings,project-grouping,workspace:TV,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/ca.strings,TV/Media.localized/.localized/ca.strings,file-type,unclassified-type,Low,Extension 'strings' is not in the static type lookup.,true
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/ar.strings,TV/Media.localized/.localized/ar.strings,project-grouping,workspace:TV,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/ar.strings,TV/Media.localized/.localized/ar.strings,file-type,unclassified-type,Low,Extension 'strings' is not in the static type lookup.,true
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/it.strings,TV/Media.localized/.localized/it.strings,project-grouping,workspace:TV,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/Media.localized/.localized/it.strings,TV/Media.localized/.localized/it.strings,file-type,unclassified-type,Low,Extension 'strings' is not in the static type lookup.,true
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/TV Library.tvlibrary/Library Preferences.tvdb,TV/TV Library.tvlibrary/Library Preferences.tvdb,project-grouping,workspace:TV,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/TV Library.tvlibrary/Library Preferences.tvdb,TV/TV Library.tvlibrary/Library Preferences.tvdb,file-type,unclassified-type,Low,Extension 'tvdb' is not in the static type lookup.,true
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/TV Library.tvlibrary/Library.tvdb,TV/TV Library.tvlibrary/Library.tvdb,project-grouping,workspace:TV,High,Deterministic path read: top-level folder segment under the target root.,false
CLS-20260802-160123,INV-20260802-141928,Movies,/Users/eduardofgiovannini/Movies/TV/TV Library.tvlibrary/Library.tvdb,TV/TV Library.tvlibrary/Library.tvdb,file-type,unclassified-type,Low,Extension 'tvdb' is not in the static type lookup.,true
